,id,lat,lon,cluster,cluster_size,geohash,time_ratio_weekday_True,time_ratio_weekday_False
8582,3039,54.8939,38.0696,3,37,202320012230312310,0.008425969319824,0.0
8583,3039,54.8975,38.0852,4,90,202320012230203110,0.2189046043794647,0.069798743435951
8584,3039,54.8924,38.0748,5,20,202320012230311201,0.0222130277996199,0.0
8585,3039,54.9011,38.0735,6,18,202320012230310221,0.0,0.0142161702796567
8586,3039,54.884,38.0667,7,57,202320012230012231,0.0083926340909581,0.0535980075747527
8587,3039,54.8818,38.0572,8,24,202320012230011033,0.0,0.01857337243517
8588,3040,54.8418,38.1933,0,394,202320021032333001,0.9621590472531696,0.8748686606190396
8589,3040,54.8854,38.0685,1,18,202320012230021113,0.0,0.1123783857487748
8590,3041,54.9404,37.9984,0,209,202320012221301303,1.0,1.0
8593,3044,54.8975,38.0852,0,1040,202320012230203110,0.6766375545851528,0.7755080599165491
8594,3044,54.894,38.0695,1,65,202320012230312310,0.044718886462882,0.0
8595,3044,54.8909,38.0798,2,18,202320012230200013,0.0037436317321688,0.0
8596,3044,54.8796,38.0718,3,398,202320012230021302,0.139478711790393,0.0978146669468375
8597,3044,54.8927,38.0748,4,36,202320012230311201,0.0715747816593886,0.0
8598,3044,54.8895,38.0917,5,16,202320012230210012,0.0,0.0878335784828745
8600,3046,54.8796,38.197,0,33,202320012301012312,0.0,0.1707553114872164
8601,3046,54.885,38.0647,1,79,202320012230012123,0.1161560867615511,0.0
8602,3046,54.8782,38.1525,2,626,202320012300030232,0.7912365823802463,0.6580017404873365
8603,3046,54.882,38.0622,3,20,202320012230012033,0.0,0.0239692113791861
8604,3047,54.8928,38.066,0,1757,202320012230321132,0.8429612978157431,0.7534171776395292
8605,3047,54.8907,38.0752,1,456,202320012230311203,0.1089101195159417,0.2328022199346551
8606,3047,54.8555,38.0499,2,51,202320012223331330,0.029741860552246,0.0
8607,3047,54.8918,38.0625,3,31,202320012230321230,4.945487242890862e-05,0.0004744215190439
8608,3047,54.8909,38.0727,4,15,202320012230312103,0.0043505301412461,4.475674707962225e-06
8609,3048,54.8889,38.0725,0,731,202320012230312111,0.8531910135492505,0.9267370970435944
8610,3048,54.8794,38.0788,1,168,202320012230133003,0.0706534664711958,0.0732489839095818
8611,3048,54.8836,38.0752,2,27,202320012230022130,0.0261649267161969,0.0
8612,3048,54.8832,38.0728,3,28,202320012230021233,0.0460362141612208,0.0
8613,3049,54.8451,38.1912,0,470,202320012301000011,0.9857867226456064,0.9999911083448184
8614,3050,54.9038,38.0808,0,197,202320012230201022,0.5224750621170059,0.3728176354988465
8615,3050,54.8804,38.0545,1,245,202320012223300310,0.3256169803484381,0.283766720780762
8616,3050,54.8819,38.0553,2,25,202320012223300321,0.0262458011818625,0.1167725214320298
8617,3050,54.8949,38.0706,3,39,202320012230312021,0.041955392339024,0.0
8618,3051,54.856,38.1319,0,75,202320012233302103,0.4948581536877401,0.3779501939682142
8619,3051,54.863,38.1338,1,171,202320012233331112,0.4811949677231983,0.6188712301339007
8620,3052,54.8918,38.0764,0,176,202320012230311130,0.0513990610872058,0.0
8621,3052,54.8858,38.0529,1,1039,202320012223300102,0.8599385954505074,0.7333295685565846
8622,3052,54.8742,38.1225,2,88,202320012233201001,0.0042836569949196,0.1219494014004969
8623,3052,54.8978,38.0812,3,19,202320012230200300,0.0113568514879944,0.0
8624,3052,54.8948,38.0714,4,42,202320012230312020,0.0144241852515261,0.0
8625,3052,54.8936,38.0691,5,19,202320012230312310,0.0003665367390383,0.0073864919810255
8626,3052,54.8797,38.1114,6,32,202320012233210103,0.0,0.0907386491981025
8627,3052,54.8874,38.0836,7,28,202320012230133222,0.0011584490094344,0.0001829681499887
8631,3055,54.8824,38.0598,0,267,202320012230011200,0.1974846422609835,0.5594924990005681
8632,3055,54.8851,38.0859,1,106,202320012230130102,0.1387434024234478,0.0
8633,3055,54.9002,38.0847,2,124,202320012230202001,0.1576930614782626,0.1587729080312243
8634,3055,54.9037,38.0797,3,130,202320012230201030,0.303843320650668,0.0803753655816693
8635,3055,54.905,38.0834,4,31,202320012230201232,0.0027167485520811,0.0145811854314389
8636,3055,54.9061,38.0871,5,29,202320012230202203,0.0621675868920261,0.044017085025354
8637,3057,54.8865,38.0547,0,109,202320012223300032,0.0777675427017979,0.0
8638,3057,54.8468,38.0911,1,562,202320012230110020,0.9076512185669272,0.9444101607347876
8639,3057,54.8857,38.0599,2,26,202320012230011210,0.0042884344265517,0.0
8642,3059,54.8448,38.0947,0,760,202320012230110333,0.8969107963695238,0.96784314772659
8643,3059,54.8716,38.1189,1,70,202320012233201310,0.0650156478559615,0.0285452979699192
8644,3059,54.8424,38.0995,2,16,202320021103222223,0.0152203070539058,0.0
8645,3059,54.8715,38.1468,3,18,202320012300032311,0.0043015326651706,0.0
8646,3059,54.8671,38.1385,4,16,202320012233320112,0.0055972011823789,0.0
8647,3060,54.8847,38.0679,0,892,202320012230021103,0.6537261033578815,0.7739788648288018
8648,3060,54.8854,38.0893,1,450,202320012230130003,0.3332088489505531,0.2209473762241679
8651,3063,54.8846,38.0741,0,566,202320012230022102,0.8907111139104966,0.9039666587845826
8652,3063,54.8868,38.0865,1,20,202320012230130100,0.0367445595691745,0.0249911326554741
8654,3066,54.8816,38.0557,0,429,202320012223300321,0.9269152120230102,0.9569248378481496
8656,3069,54.8943,38.074,0,740,202320012230311303,0.6087825806250065,1.0
8657,3069,54.8861,38.0757,1,393,202320012230022123,0.3458362403807103,0.0
8667,3073,54.8934,38.064,0,594,202320012230321310,0.409576731151161,0.7158122234278647
8668,3073,54.8914,38.0626,1,32,202320012230321230,0.0,0.0222820578083207
8669,3073,54.917,38.065,2,354,202320012230331201,0.4464777548303083,0.0
8670,3073,54.8957,38.043,3,134,202320012223201201,0.0392367277406197,0.1904111240606036
8671,3073,54.9144,38.0669,4,64,202320012230331123,0.0349063737505447,0.0
8672,3073,54.8953,38.0408,5,36,202320012223201323,0.0006356008839847,0.032253167043988
8673,3073,54.8943,38.0446,6,56,202320012223201210,0.0181688838056129,0.0012770878824007
8674,3073,54.8953,38.0463,7,15,202320012223232121,8.612478102774423e-06,0.0017950675829548
8687,3075,54.885,38.0511,0,516,202320012223303221,0.9121890823663868,0.99962549865668
8688,3075,54.8816,38.0554,1,29,202320012223300321,0.0668264575628184,0.0
8689,3076,54.8536,38.1406,0,211,202320012233333121,1.0,1.0
8690,3077,54.8827,38.0627,0,662,202320012230012100,0.8125418647891216,0.911192008127328
8691,3077,54.9389,38.0475,1,48,202320012220112313,0.0404635389601612,0.0
8692,3077,54.8861,38.0803,2,36,202320012230133302,0.0193651871187112,0.0250592617676938
8693,3077,54.8846,38.0644,3,45,202320012230012130,0.0263759435534983,0.0258211987809007
8694,3077,54.8982,38.0789,4,16,202320012230200333,0.0045747138175581,0.002346282231145
8698,3079,54.8797,38.0658,0,627,202320012230012313,0.741208695652174,0.9753099801877646
8699,3079,54.8972,38.045,1,351,202320012223201221,0.2384927536231884,0.0
8700,3079,54.887,38.0535,2,15,202320012223300100,0.0,0.0088703412642494
8701,3080,54.8879,38.0869,0,24,202320012230203300,0.0,0.0644050346770516
8702,3080,54.8905,38.0731,1,174,202320012230312103,0.0569777102201237,0.0274366958463075
8703,3080,54.94,38.1362,2,1643,202320012232330303,0.8938825883828198,0.8694106160177484
8704,3080,54.9424,38.1401,3,92,202320012232333110,0.0321304579814508,0.0180645197389219
8705,3080,54.8988,38.0706,4,24,202320012230313100,0.00012879357221,7.55369417610179e-05
8706,3080,54.8974,38.0797,5,18,202320012230200332,0.0024654769537348,0.0
8707,3080,54.9015,38.0753,6,16,202320012230310201,1.2737825822969695e-05,7.55369417610179e-05
8708,3081,54.8847,38.0679,0,2139,202320012230021103,0.9956803660546,0.967521394636866
8710,3083,54.8939,38.0452,0,64,202320012223201211,0.2167513291016203,0.2335129022631967
8711,3083,54.8875,38.0664,1,30,202320012230012221,0.0896816072620929,0.1812756199839801
8712,3083,54.8965,38.0764,2,56,202320012230311012,0.1407284068530085,0.0979252721018988
8713,3083,54.9038,38.0805,3,60,202320012230201023,0.2801467294380161,0.1152644060875437
8714,3083,54.8867,38.0831,4,22,202320012230133223,0.099984786118178,0.0
8715,3083,54.892,38.0627,5,29,202320012230321233,0.0729336590230997,0.2606367105903787
8723,3089,54.8873,38.0643,0,1134,202320012230012122,0.6817850146815345,0.5357469918721005
8724,3089,54.8869,38.0659,1,164,202320012230012212,0.1272467350676812,0.1278525639950488
8725,3089,54.9382,38.0168,2,367,202320012220222023,0.1593579383849364,0.2913330359029751
8726,3089,54.9397,38.0182,3,62,202320012220221301,0.0095778568073178,0.0172185341603239
8730,3093,54.8928,38.0925,0,66,202320012230210311,0.2680601166789012,0.4597587954042674
8731,3093,54.8905,38.0241,1,101,202320012223132212,0.5153034810493374,0.5397987582958681
8732,3093,54.885,38.0674,2,27,202320012230012223,0.1880384808561604,0.0
8736,3095,54.8905,38.078,0,1810,202320012230311103,0.998615790655885,0.9998811090151072
8745,3100,54.8936,38.0638,0,269,202320012230321310,0.8912870483150629,1.0
8746,3100,54.8811,38.0521,1,17,202320012223300210,0.108712951684937,0.0
8747,3101,54.8853,38.069,0,721,202320012230021113,0.868626303003385,0.9688607985201172
8748,3101,54.8827,38.0698,1,169,202320012230021133,0.1190721337290291,0.0
8749,3102,54.8803,38.0704,0,1366,202320012230021312,0.8840242219908236,0.9163823965901656
8750,3102,54.8877,38.0645,1,121,202320012230321211,0.0564344085161492,0.0058448272224058
8751,3102,54.8802,38.0593,2,51,202320012230011021,0.0144073779556504,0.0
8752,3102,54.8945,38.0405,3,17,202320012223201322,0.0,0.0161488848407267
8758,3105,54.8914,38.0862,0,604,202320012230203201,0.9731772725038368,0.9752447182433198
8759,3105,54.8841,38.0603,1,15,202320012230011202,0.0226499391013212,0.0
8761,3107,54.8934,38.08,0,231,202320012230200312,0.2900098818879111,0.4602674943814467
8762,3107,54.898,38.0661,1,266,202320012230321010,0.4739322071118222,0.1467924832175459
8763,3107,54.8794,38.0729,2,75,202320012230021332,0.2102175583894091,0.3305173461394865
8764,3108,54.8911,38.0663,0,539,202320012230321102,0.9244326910968392,0.9933068670231964
8765,3108,54.8917,38.0698,1,32,202320012230312203,0.0044427653947865,0.0
8767,3110,54.8867,38.0876,0,582,202320012230130032,0.901565913676134,0.90698306312834
8768,3110,54.8795,38.0788,1,20,202320012230133010,0.0268912745784681,0.0
8769,3111,54.8797,38.0657,0,622,202320012230012313,0.253539075628437,0.8147421634071125
8770,3111,54.9099,38.0308,1,313,202320012223123230,0.671301196179483,0.0
8771,3111,54.8826,38.0543,2,29,202320012223300022,0.012026593286016,0.0
8772,3111,54.8793,38.0684,3,29,202320012230021002,0.0172752681576071,0.059891868680954
8773,3112,54.8431,38.1908,0,503,202320021032333322,0.849425089303395,1.0
8774,3112,54.8995,38.0475,1,93,202320012223231230,0.1479620309482233,0.0
8775,3113,54.8853,38.0809,0,2987,202320012230133303,0.9879578997675216,0.9970823716010976
8776,3114,54.8838,38.0651,0,1300,202320012230012203,0.8783026672260144,0.8473740140133221
8777,3114,54.8874,38.0603,1,97,202320012230011212,0.0459148667563191,0.0148254382402999
8778,3114,54.8796,38.066,2,41,202320012230012313,0.0,0.0440788962132927
8779,3114,54.8916,38.0626,3,27,202320012230321230,0.014043809471534,0.087198804288664
8780,3114,54.8983,38.079,4,19,202320012230200333,0.0130558027750442,1.7279065548135155e-05
8781,3114,54.8797,38.0625,5,17,202320012230012032,0.0031718151486518,0.0
8782,3115,54.8918,38.0873,0,84,202320012230203310,0.0081137923400487,0.0066011640130848
8783,3115,54.8702,38.1283,1,1687,202320012233313211,0.6081779942439672,0.4132305180504249
8784,3115,54.8994,38.0709,2,79,202320012230313100,0.03234669028116,0.1481444503826208
8785,3115,54.8962,38.0824,3,625,202320012230200231,0.1978724817356652,0.2401790066540203
8786,3115,54.8882,38.0916,4,320,202320012230210010,0.041806508744742,0.0956581489725323
8787,3115,54.8965,38.0643,5,75,202320012230321321,0.0215054239539517,0.0
8788,3115,54.8938,38.0889,6,27,202320012230203012,0.0,0.0031478860418269
8789,3115,54.8956,38.0912,7,48,202320012230210131,0.0025392959929156,0.0109764906943555
8790,3115,54.8966,38.0525,8,18,202320012223233113,0.0089617002435244,0.0199385692388106
8791,3115,54.8871,38.0843,9,26,202320012230130111,8.855435023245517e-06,1.1745843439652791e-05
8792,3115,54.8916,38.0827,10,22,202320012230200131,0.0007748505645339,0.0120864728994027
8793,3115,54.9011,38.0741,11,17,202320012230310220,0.0,0.0054148338256799
8800,3118,54.8551,38.18,0,1982,202320012300331011,0.9920512505336394,0.9640422547986688
8801,3118,54.8501,38.1795,1,64,202320012300330312,0.0040986152469544,0.0159467209969229
8802,3118,54.8549,38.1855,2,12,202320012300332011,2.2469029086819007e-05,0.0067610468807781
8803,3119,54.8882,38.0892,0,1855,202320012230203333,0.9821601477365364,0.7293087414755115
8804,3119,54.8848,38.0661,1,48,202320012230012202,0.0055534297170046,0.1954604945925466
8805,3119,54.8794,38.0787,2,26,202320012230133003,0.0,0.0425707790865881
8806,3120,54.8954,38.0753,0,1446,202320012230311312,0.8553817926407982,0.989453412385857
8807,3120,54.8967,38.0818,1,489,202320012230200232,0.1145957807798611,1.2983078720733976e-05
8808,3120,54.8874,38.0722,2,16,202320012230021221,0.0072752813747323,0.0
8813,3127,54.8919,38.0726,0,245,202320012230312100,0.2719919886121651,0.4545393589915515
8814,3127,54.8844,38.0903,1,72,202320012230123302,0.0415878509298658,0.4615126726565643
8815,3127,54.8994,38.0708,2,82,202320012230313100,0.139374359722057,0.0
8816,3127,54.9004,38.0726,3,32,202320012230313112,0.2067805194356729,0.0332349917303652
8817,3127,54.8861,38.0866,4,22,202320012230130101,0.0302767535462285,0.0
8818,3127,54.8957,38.0753,5,55,202320012230311312,0.2591307951148951,0.0
8820,3129,54.8875,38.0546,0,894,202320012223300032,0.9414605988469584,0.8863104631647504
8821,3129,54.8906,38.071,1,51,202320012230312130,0.0096603607965861,0.0456601788532351
8822,3130,54.8953,38.0789,0,646,202320012230200323,0.9553170380479148,0.8452392513769614
8823,3130,54.8998,38.0785,1,123,202320012230310333,0.0059317741321065,0.1056063485897418
8824,3130,54.8809,38.0538,2,15,202320012223300200,0.0100467592922058,0.0
8825,3130,54.8876,38.0783,3,36,202320012230022222,0.0068610993666355,0.0
8826,3130,54.8837,38.0731,4,24,202320012230021230,0.0105407249574059,0.0
8827,3131,54.8799,38.0609,0,258,202320012230011302,0.94918855086939,0.6463829476604132
8828,3131,54.8905,38.0725,1,44,202320012230312103,0.0417505890662678,0.3536170523395868
8829,3132,54.8909,38.0688,0,516,202320012230312231,0.9999576565437576,1.0
8830,3133,54.8784,38.0734,0,204,202320012230022001,0.4839640992503235,0.4868336903009258
8831,3133,54.8804,38.0703,1,74,202320012230021021,0.2099144009980182,0.1979431799159588
8832,3133,54.8843,38.0709,2,84,202320012230021203,0.109718883774396,0.2800528798485713
8833,3133,54.8871,38.0631,3,63,202320012230012112,0.1757761302872292,0.035170249934544
8834,3134,54.8865,38.0838,0,73,202320012230133222,0.0001704308552889,0.0125226833035888
8835,3136,54.8913,38.0765,0,708,202320012230311130,0.9659749720147696,0.9625585200672696
8836,3136,54.8883,38.0875,1,22,202320012230203300,0.0232486257998763,0.0051702195354756
8838,3138,54.8989,38.0857,0,533,202320012230202010,0.3555031995632264,0.7847739714740831
8839,3138,54.8833,38.0726,1,270,202320012230021233,0.5567485945039324,0.068879652855338
8840,3138,54.8446,38.1903,2,51,202320012301000010,0.0256801223753006,0.094219748429976
8842,3140,54.8862,38.0595,0,256,202320012230011210,0.3945403746622086,0.6210201660735468
8843,3140,54.891,38.0725,1,210,202320012230312103,0.5750561077268356,0.3786951364175563
8844,3140,54.8572,38.1892,2,15,202320012301003220,0.0092062474236247,0.0
8850,3144,54.8878,38.0782,0,352,202320012230311111,1.0,1.0
8854,3148,54.8946,38.0699,0,17,202320012230312312,0.0018881085075379,0.0
8855,3148,54.8884,38.0681,1,848,202320012230312222,0.4050193023528843,0.6720776137670532
8856,3148,54.8969,38.0667,2,701,202320012230321002,0.5273927666245399,0.0049379068761408
8857,3148,54.8999,38.0837,3,23,202320012230201333,6.9060296544913365e-06,0.0045897211348744
8858,3148,54.8835,38.0633,4,85,202320012230012101,0.0155109426039875,0.1504531690177996
8859,3148,54.897,38.0807,5,18,202320012230200303,5.801064909772722e-05,0.0046002722179431
8860,3148,54.9039,38.0804,6,34,202320012230201023,0.0063770277829573,0.0273642339386138
8861,3148,54.8917,38.0627,7,28,202320012230321230,0.0024488781154826,0.0201314664950357
8862,3148,54.8847,38.0669,8,41,202320012230012231,0.0027154508601459,0.0472266478153982
8863,3148,54.8962,38.0698,9,16,202320012230312321,0.0049088058784124,0.0
8866,3151,54.8849,38.0611,0,241,202320012230011231,0.5043725787178336,0.7784994770738152
8867,3151,54.8985,38.0765,1,36,202320012230311011,0.0401181243197576,0.0034678262784169
8868,3151,54.9161,38.0631,2,54,202320012230331321,0.0517707231309033,0.1464468541861617
8869,3151,54.9071,38.0602,3,161,202320012230323231,0.1598559979297799,0.0099080750811911
8870,3151,54.906,38.062,4,57,202320012230323212,0.0623577675112454,0.061347498211042
8872,3153,54.8872,38.0592,0,307,202320012230011122,0.8999790759163797,1.0
8873,3153,54.8886,38.0787,1,19,202320012230200000,0.0999714671586996,0.0
8874,3154,54.8888,38.058,0,394,202320012230322221,0.9636119411168068,0.9253329518260328
8875,3154,54.8968,38.0448,1,55,202320012223201220,0.0272485539625538,0.0746670481739673
8876,3155,54.8893,38.058,0,628,202320012230322220,0.9681151111879376,0.9979404132557084
8877,3155,54.8873,38.0568,1,21,202320012230011111,0.0091615447060187,0.0
8878,3156,54.8964,38.0828,0,2087,202320012230200220,0.5234350588480366,0.5065914318429245
8879,3156,54.9085,38.0336,1,1580,202320012223130003,0.4597572161501994,0.484183984561299
8880,3156,54.8895,38.0848,2,39,202320012230203220,0.0003082676199723,0.0002193454650828
8881,3156,54.8957,38.0782,3,20,202320012230311032,0.0015791365818748,0.0
8882,3156,54.8936,38.0794,4,39,202320012230200321,0.0012003117954782,0.0038979097785818
8883,3156,54.8879,38.062,5,23,202320012230322111,0.0011137952699819,0.0
8884,3156,54.8903,38.0789,6,60,202320012230200003,0.0008030077512087,0.0002756910891407
8885,3156,54.887,38.0846,7,19,202320012230130111,0.0005871364206013,0.0
8886,3156,54.8866,38.0819,8,17,202320012230133233,0.0001066757159032,6.037031149068385e-06
8887,3156,54.8948,38.0799,9,1,202320012230200320,9.23962893650191e-06,0.0
8888,3157,54.8865,38.0548,0,220,202320012223300032,1.0,1.0
8902,3164,54.8465,38.1049,0,650,202320012233222320,0.2452037144571394,0.328271129365545
8903,3164,54.8879,38.0646,1,850,202320012230321211,0.7257668346526102,0.6666700681139826
8914,3167,54.8861,38.0907,0,166,202320012230123331,1.0,1.0
8917,3169,54.8859,38.1062,0,486,202320012233210332,0.6209102950532431,0.7211508566053079
8918,3169,54.8843,38.0831,1,231,202320012230133213,0.1873572449181798,0.0468123440452179
8919,3169,54.8848,38.0776,2,259,202320012230022231,0.1403197713832772,0.0
8920,3169,54.8816,38.055,3,37,202320012223300312,0.0,0.1634366255570525
8921,3169,54.8855,38.0539,4,47,202320012223300030,0.0058092844254857,0.0122531629423535
8922,3169,54.8989,38.065,5,18,202320012230320300,0.0402634515701755,0.0
8923,3171,54.8931,38.07,0,346,202320012230312200,0.3627463926964759,0.1807152569670886
8924,3171,54.8916,38.0725,1,392,202320012230312103,0.5914569192439408,0.8157995485088912
8925,3171,54.8877,38.0517,2,16,202320012223233000,0.0190687478541055,0.0029967392308809
8926,3171,54.8833,38.0647,3,16,202320012230012133,0.0191655882171689,0.0
8927,3172,54.8894,38.084,0,599,202320012230200112,0.505846441190614,0.5717831600692794
8928,3172,54.8889,38.0895,1,622,202320012230203333,0.470123842245747,0.4278555185943029
8929,3173,54.8838,38.0672,0,742,202320012230012230,0.5440795540075136,0.9293218342648
8930,3173,54.8801,38.0731,1,821,202320012230021301,0.4329235511271997,0.0286238271029145
8931,3173,54.8906,38.0712,2,19,202320012230312131,9.774820713496746e-06,0.0084978221860351
8932,3173,54.8868,38.0769,3,54,202320012230022212,0.0228307229131572,0.0
8933,3174,54.898,38.0532,0,25,202320012223233121,0.1552356040562721,0.0
8934,3174,54.8824,38.0549,1,186,202320012223300021,0.3843902475585169,0.7950694361067755
8935,3174,54.9033,38.0529,2,66,202320012223230201,0.1809170832615066,0.2045623724336655
8936,3174,54.9035,38.0541,3,27,202320012223230133,0.096520090239314,0.0
8937,3174,54.9069,38.0433,4,20,202320012223202201,0.1158121163517534,0.0
8940,3176,54.882,38.058,0,1116,202320012230011030,0.9999750537384052,1.0
8954,3181,54.8859,38.0884,0,696,202320012230130002,0.991010588605874,1.0
8955,3182,54.8413,38.0721,0,585,202320021103301002,0.7688921270198013,0.979328518179708
8956,3182,54.8802,38.0606,1,209,202320012230011313,0.1653566643409751,0.0
8957,3182,54.8811,38.0541,2,21,202320012223300311,0.017911940676344,0.0001365355470296
8962,3186,54.8911,38.0777,0,656,202320012230311102,0.7220533179225609,0.8481802753158589
8963,3186,54.8874,38.0637,1,169,202320012230012121,0.1672152566647403,0.0941353950594003
8967,3190,54.8812,38.0562,0,1664,202320012223300322,0.9558341000101042,0.9190427502122076
8968,3190,54.8805,38.0636,1,22,202320012230012020,0.0086949122797687,0.0006655606142449
8969,3190,54.8816,38.0616,2,52,202320012230011300,0.0017336644667918,0.0175939501504745
8970,3190,54.8855,38.0766,3,31,202320012230022213,0.0163581346621215,0.0362007099313218
8973,3193,54.8804,38.0627,0,1759,202320012230012032,0.963962696778424,0.9598413167118152
8974,3193,54.8983,38.0787,1,31,202320012230200333,0.0040552825718,0.0151012312077133
8975,3193,54.8894,38.0777,2,42,202320012230311113,0.0051495159206815,0.0084059775840597
8976,3193,54.8733,37.9934,3,21,202320012222310310,0.0,0.0119750677228434
8977,3193,54.8843,38.0777,4,24,202320012230022231,0.0037015700904035,0.0
8981,3198,54.8822,38.0616,0,1396,202320012230011300,0.8750257547527212,0.907682229771249
8982,3198,54.8874,38.0614,1,164,202320012230011221,0.0150828693785405,0.050341445316576
8983,3198,54.9039,38.0803,2,22,202320012230201023,0.0025211964384223,0.0093969924986376
8984,3198,54.8963,38.0662,3,33,202320012230321013,4.65247145930306e-05,0.0
8985,3198,54.8889,38.0899,4,49,202320012230210000,0.0324875435615333,0.0
8986,3198,54.8864,38.0595,5,66,202320012230011211,0.0074705398860809,0.0028985171186421
8987,3198,54.888,38.0552,6,52,202320012223233323,0.0036998225414457,0.0010666542996602
8988,3198,54.8913,38.0659,7,24,202320012230321131,0.0028801013795685,0.0
8989,3198,54.8842,38.0715,8,21,202320012230021202,2.215462599668124e-06,0.0001623169586439
8990,3198,54.8918,38.0622,9,36,202320012230321230,0.0107959492481827,3.4782205423705234e-05
8991,3198,54.8888,38.0724,10,26,202320012230312112,0.0072689327895111,0.0
8992,3198,54.8837,38.0808,11,17,202320012230133310,0.0,5.797034237284205e-06
8996,3201,54.8797,38.0701,0,157,202320012230021021,0.6637000204976296,0.9552524880206412
8997,3201,54.9178,38.0639,1,65,202320012230331313,0.3116499269358688,0.0447475119793586
8998,3201,54.9168,38.0661,2,29,202320012230331202,0.0,0.0
8999,3202,54.907,38.0627,0,813,202320012230320112,0.2629169048533863,0.1741426006512278
9000,3202,54.9031,38.0806,1,128,202320012230201023,0.019960828046369,0.011887191503606
9001,3202,54.884,38.0693,2,50,202320012230021131,0.002674563532598,3.803901281153952e-06
9002,3202,54.9013,38.0744,3,40,202320012230310220,0.0125856300780627,0.0055270685615166
9003,3202,54.8827,38.0758,4,1125,202320012230022133,0.6162610463972111,0.7252442104622501
9004,3202,54.8958,38.0659,5,97,202320012230321020,0.013923848972439,0.0262507227412434
9005,3202,54.8999,38.0801,6,28,202320012230201010,0.0023446944493903,0.0218077660448556
9006,3202,54.8795,38.065,7,17,202320012230012312,0.0207011592274316,8.748972946654088e-05
9007,3202,54.8939,38.079,8,25,202320012230200322,0.0079543431200742,3.803901281153952e-06
9008,3202,54.8806,38.0706,9,16,202320012230021312,0.0,0.0002814886948053
9009,3202,54.8824,38.0683,10,30,202320012230021100,1.874256154588648e-06,0.0016585009585831
9010,3202,54.8839,38.0735,11,21,202320012230022103,5.810194079224808e-05,3.803901281153952e-06
9011,3202,54.8842,38.0666,12,59,202320012230012231,0.0095137242406919,0.003879979306777
9012,3202,54.8804,38.0671,13,22,202320012230012301,0.0,0.0033017863120416
9013,3202,54.8927,38.0793,14,24,202320012230200012,0.0008021816341639,0.0
9014,3203,54.8913,38.0728,0,1134,202320012230312103,0.9884774732032504,0.9939425952273444
9027,3209,54.8982,38.0696,0,106,202320012230312323,0.0013623761747019,0.0005848254179162
9028,3209,54.8947,38.0788,1,1292,202320012230200323,0.0962461174264992,0.2645703404619653
9029,3209,54.8828,38.0758,2,1387,202320012230022133,0.6416374728914945,0.3227581302429598
9030,3209,54.8456,38.1621,3,29,202320012300011002,0.020562744770938,0.0060213625028656
9031,3209,54.8794,38.0766,4,95,202320012230022320,0.0078604736143879,0.0060026480894923
9032,3209,54.8875,38.0672,5,34,202320012230012222,0.0008897150528665,0.0
9033,3209,54.879,38.0694,6,56,202320012230021013,0.0001370320059102,9.3572066866599e-06
9034,3209,54.8988,38.065,7,121,202320012230320300,0.0372151124456836,0.0
9035,3209,54.8899,38.0726,8,228,202320012230312110,0.0224514032871793,0.0020445496610351
9036,3209,54.8852,38.0662,9,60,202320012230012213,0.0135244631920116,0.0
9037,3209,54.878,38.1554,10,25,202320012300030333,0.0001985971100148,0.002241051001455
9038,3209,54.9007,38.0739,11,139,202320012230310220,0.001618566446621,0.166698637122846
9039,3209,54.8445,38.2086,12,25,202320012301033323,2.1845682101634058e-05,0.0001310008936132
9040,3209,54.8852,38.0684,13,59,202320012230021113,0.0009949715211744,0.0
9041,3209,54.8968,38.0521,14,55,202320012223233113,0.0424143847858725,0.0506552383982333
9042,3209,54.848,38.0945,15,49,202320012230110300,0.0008619114574644,0.0008889346352326
9043,3209,54.9008,38.0667,16,26,202320012230320331,1.9859711001485505e-05,0.0
9044,3209,54.857,38.1887,17,19,202320012301003223,0.0010207891454763,0.0004023598875263
9045,3209,54.896,38.0659,18,28,202320012230321013,0.0071058045963315,0.0234164097333663
9046,3209,54.8865,38.0841,19,24,202320012230133222,0.0011717229490876,0.0
9047,3209,54.9069,38.0894,20,36,202320012230202230,0.005161538889286,0.0035323455242141
9048,3209,54.8972,38.0735,21,20,202320012230311332,0.0005739456479429,0.0
9049,3209,54.8443,38.0998,22,28,202320012230111110,1.3901797701039854e-05,2.3393016716649747e-05
9050,3209,54.8682,38.073,23,15,202320012230020112,1.985971100148551e-06,1.87144133733198e-05
9051,3209,54.8892,38.085,24,21,202320012230203220,0.0018330513254371,0.0
9052,3209,54.8412,38.2019,25,22,202320021032301101,0.0009909995789741,0.00456631686309
9053,3209,54.8447,38.0973,26,42,202320012230111033,0.0110082378081234,0.0
9054,3209,54.8665,38.1384,27,18,202320012233320111,0.0,9.3572066866599e-06
9055,3209,54.8465,38.2116,28,18,202320012301100013,3.971942200297102e-06,0.0
9056,3209,54.8831,38.064,29,23,202320012230012132,5.759316190430797e-05,0.005020141387393
9057,3209,54.8751,38.0763,30,22,202320012230023030,6.355107520475363e-05,3.275022340330964e-05
9058,3209,54.8918,38.0928,31,15,202320012230210312,1.5887768801188407e-05,0.0
9059,3209,54.8693,38.073,32,9,202320012230020121,7.943884400594203e-06,0.001731083237032
9060,3209,54.8867,38.087,33,16,202320012230130033,0.0072408506311416,0.0
